epoch,train_loss,train_accuracy,test_loss,test_accuracy,train_gate_0,train_gate_1,train_gate_2,train_gate_3,test_gate_0,test_gate_1,test_gate_2,test_gate_3
11.0,0.03573258191347122,0.9984999895095825,0.6418206337365238,0.7909091114997864,0.07171666622161865,0.010225571691989899,0.5412834286689758,0.37677428126335144,0.14374187588691711,0.007384760770946741,0.43683987855911255,0.41203346848487854
12.0,0.03110532867908478,0.9990000128746033,0.6411097476157275,0.7954545617103577,0.07315410673618317,0.010337995365262032,0.5469246506690979,0.36958324909210205,0.14860090613365173,0.007802046835422516,0.44258448481559753,0.4010126292705536
13.0,0.027861536622047423,0.9994999766349792,0.6649705275622281,0.7863636612892151,0.07555374503135681,0.01093568466603756,0.538205623626709,0.3753049671649933,0.1538902372121811,0.007977309636771679,0.43812620639801025,0.4000062346458435
14.0,0.024867537468671798,1.0,0.6659199212897907,0.7872727513313293,0.07518596202135086,0.011151870712637901,0.538499116897583,0.3751630485057831,0.1509409248828888,0.007961017079651356,0.4380572438240051,0.4030408263206482
15.0,0.022336981728672982,1.0,0.6635117482055317,0.7863636612892151,0.07482491433620453,0.010559744201600552,0.5393258333206177,0.37528952956199646,0.14718197286128998,0.007499193772673607,0.4341330826282501,0.41118574142456055
16.0,0.020500098064541818,1.0,0.6777030389417301,0.7790908813476562,0.07584162056446075,0.010478464886546135,0.5317773222923279,0.3819024860858917,0.14921820163726807,0.007587953004986048,0.42206066846847534,0.42113322019577026
17.0,0.018595218032598497,1.0,0.6761354684829712,0.7827273011207581,0.07580847293138504,0.01084227580577135,0.5348057746887207,0.378543496131897,0.1528811901807785,0.008131314069032669,0.42270758748054504,0.4162799119949341
18.0,0.017182375222444535,1.0,0.6839103215390986,0.7809090614318848,0.07686351239681244,0.011493797414004803,0.5296351909637451,0.3820074498653412,0.1519176959991455,0.0084769232198596,0.4221465587615967,0.41745883226394653
19.0,0.01588525006175041,1.0,0.6860709670998834,0.7809090614318848,0.0780017077922821,0.011617070995271206,0.5306430459022522,0.37973812222480774,0.15365396440029144,0.008533050306141376,0.42191436886787415,0.4158986508846283
20.0,0.01474208052456379,1.0,0.6938428981195797,0.7790908813476562,0.07872258126735687,0.011048446409404278,0.5288729071617126,0.38135603070259094,0.15734389424324036,0.007771056145429611,0.41458484530448914,0.4203002452850342
21.0,0.013760481119155885,1.0,0.7007492641969161,0.778181791305542,0.0795317143201828,0.011183870024979115,0.5279927849769592,0.3812916576862335,0.16132237017154694,0.007737540174275637,0.4110125005245209,0.4199276268482208
22.0,0.012918419472873212,1.0,0.7134774373336272,0.774545431137085,0.0809662714600563,0.01173762883991003,0.5218347311019897,0.38546136021614075,0.16577579081058502,0.008186622522771358,0.4005131125450134,0.42552444338798523
23.0,0.012164754189550877,1.0,0.7173448877442967,0.7763636112213135,0.08228206634521484,0.012164970859885216,0.5193838477134705,0.38616904616355896,0.1676197648048401,0.008628164418041706,0.39721280336380005,0.42653927206993103
24.0,0.0114616669267416,1.0,0.7188163382356817,0.7736363410949707,0.0820930004119873,0.01226196438074112,0.5175889134407043,0.3880561590194702,0.16178277134895325,0.008704234845936298,0.40324607491493225,0.4262669086456299
25.0,0.010746214546263217,1.0,0.7185859858447855,0.7754545211791992,0.081546351313591,0.012353670783340931,0.5192521214485168,0.3868477940559387,0.16279977560043335,0.009111408144235611,0.40387845039367676,0.4242103397846222
26.0,0.01014692573994398,1.0,0.7233580725301396,0.7736363410949707,0.08277488499879837,0.012753072194755077,0.517522931098938,0.3869490623474121,0.16582298278808594,0.010044164955615997,0.39958423376083374,0.42454859614372253
27.0,0.009692722596228123,1.0,0.7294517291675915,0.7763636112213135,0.08419352024793625,0.01355008315294981,0.5129854679107666,0.38927093148231506,0.16871272027492523,0.011141323484480381,0.39352890849113464,0.4266170859336853
28.0,0.009212634526193142,1.0,0.73784601948478,0.774545431137085,0.08593229204416275,0.014225398190319538,0.5100094079971313,0.3898329436779022,0.17296287417411804,0.011978194117546082,0.38942578434944153,0.42563316226005554
29.0,0.010812659442424774,0.9994999766349792,0.7609616311029954,0.7645454406738281,0.08575531840324402,0.01490449532866478,0.5133065581321716,0.3860335648059845,0.19092240929603577,0.012583797797560692,0.37211379408836365,0.42438003420829773
30.0,0.011469891369342804,0.9994999766349792,0.7340577545491132,0.7772727012634277,0.08463283628225327,0.013916385360062122,0.5172449946403503,0.38420578837394714,0.17834514379501343,0.009900648146867752,0.39269834756851196,0.41905590891838074
31.0,0.010358264297246933,1.0,0.7167942743951624,0.7790908813476562,0.0758485347032547,0.015382003039121628,0.5286068320274353,0.38016262650489807,0.15158312022686005,0.014247962273657322,0.4398055970668793,0.3943633437156677
32.0,0.01204899051785469,0.9990000128746033,0.6987541058930484,0.7845454812049866,0.0674201026558876,0.016855314373970032,0.542781412601471,0.3729431629180908,0.1314423829317093,0.0181964710354805,0.4546658992767334,0.395695298910141
33.0,0.010650582686066628,0.9990000128746033,0.68672375516458,0.7936363816261292,0.06946571916341782,0.012814157642424107,0.5370977520942688,0.38062238693237305,0.1280922144651413,0.0066247847862541676,0.4624119699001312,0.4028710424900055
34.0,0.011017928287386894,0.9990000128746033,0.6971898783336986,0.7827273011207581,0.08483502268791199,0.01750979758799076,0.5222145318984985,0.3754406273365021,0.16909277439117432,0.010979835875332355,0.4083865284919739,0.41154080629348755
35.0,0.008525720790028573,1.0,0.7351817365126176,0.7772727012634277,0.07307440787553787,0.015005444176495075,0.545157790184021,0.3667623698711395,0.12943394482135773,0.006502647418528795,0.4676927626132965,0.39637067914009094
36.0,0.009764619685709476,0.9994999766349792,0.7810274155573411,0.7718181610107422,0.07102642208337784,0.010806428268551826,0.5143659710884094,0.4038011431694031,0.11509273946285248,0.003138309344649315,0.4064854383468628,0.47528353333473206
37.0,0.009207628130912781,0.9994999766349792,0.7538734168356115,0.7763636112213135,0.07874640822410583,0.013391398824751377,0.5261743664741516,0.3816877603530884,0.13399307429790497,0.00537152448669076,0.4270287752151489,0.4336066246032715
38.0,0.009363535486161709,0.9990000128746033,0.7470646037838676,0.7845454812049866,0.08421201258897781,0.014648131094872952,0.5278991460800171,0.3732406795024872,0.14369000494480133,0.008091255091130733,0.4151015281677246,0.43311721086502075
39.0,0.011356823429465293,0.9984999895095825,0.7467141202363101,0.7836363911628723,0.07254872471094131,0.014156184159219265,0.5181692838668823,0.39512577652931213,0.11321427673101425,0.008351645432412624,0.4219825863838196,0.45645153522491455
40.0,0.03863296772539616,0.9884999990463257,0.8149317570166155,0.7699999809265137,0.06768610328435898,0.014101051725447178,0.497150182723999,0.42106276750564575,0.11147314310073853,0.010678639635443687,0.4453848600387573,0.4324633777141571
41.0,0.06162574163079262,0.9819999933242798,0.6997777154228904,0.7890909314155579,0.07622195035219193,0.01939459517598152,0.5992567539215088,0.3051266670227051,0.11588349938392639,0.017022576183080673,0.48857709765434265,0.37851688265800476
42.0,0.02340690018236637,0.9965000152587891,0.7863953756202351,0.774545431137085,0.07985378801822662,0.02391831763088703,0.47532153129577637,0.4209063947200775,0.11651228368282318,0.017458125948905945,0.3881481885910034,0.47788146138191223
43.0,0.012314828760921956,0.9994999766349792,0.7468212764913386,0.778181791305542,0.08491845428943634,0.015626870095729828,0.49932488799095154,0.4001297950744629,0.1329973042011261,0.017056530341506004,0.40090030431747437,0.44904589653015137
44.0,0.011322586707770824,1.0,0.7719012628902089,0.7736363410949707,0.08569589257240295,0.012575054541230202,0.5337392687797546,0.36798974871635437,0.14263053238391876,0.019566573202610016,0.4673723876476288,0.37043049931526184
45.0,0.009034920047968626,1.0,0.7897517134926536,0.7736363410949707,0.0833415687084198,0.014353939332067966,0.526293933391571,0.3760105073451996,0.13735149800777435,0.02309819869697094,0.4707409739494324,0.3688093423843384
46.0,0.00757566898688674,1.0,0.7981222905895927,0.7663636207580566,0.08097349107265472,0.016582464799284935,0.5247037410736084,0.37774035334587097,0.13243943452835083,0.027804329991340637,0.46776190400123596,0.37199434638023376
47.0,0.00670348496735096,1.0,0.7899524160948667,0.7690908908843994,0.0826580822467804,0.01804308220744133,0.5247566103935242,0.374542236328125,0.13578304648399353,0.03070211596786976,0.4638209640979767,0.3696938753128052
48.0,0.006065111994743347,1.0,0.7786077589338476,0.7754545211791992,0.08428606390953064,0.01904926635324955,0.524223804473877,0.37244078516960144,0.1381112039089203,0.03201961889863014,0.4603840112686157,0.36948519945144653
49.0,0.005594754658639431,1.0,0.7685337896780534,0.774545431137085,0.08478058874607086,0.01981913298368454,0.5248411297798157,0.3705591857433319,0.13808420300483704,0.0313655287027359,0.462043434381485,0.36850684881210327
50.0,0.005292767621576786,1.0,0.7670222228223628,0.7809090614318848,0.08566947281360626,0.02147139050066471,0.5222453474998474,0.37061378359794617,0.13923953473567963,0.03315030038356781,0.4572947323322296,0.37031543254852295
51.0,0.00505019436776638,1.0,0.7668140235814181,0.7818182110786438,0.08667129278182983,0.0223930012434721,0.5199204087257385,0.3710152804851532,0.1411544382572174,0.034384842962026596,0.4520895779132843,0.372371107339859
52.0,0.00480381877720356,1.0,0.7691473089564931,0.778181791305542,0.08744239062070847,0.02306838147342205,0.517415463924408,0.372073769569397,0.1425083577632904,0.03497505187988281,0.44761887192726135,0.3748977482318878
53.0,0.0045765858739614486,1.0,0.7706427951292558,0.778181791305542,0.08792948722839355,0.023833705112338066,0.5157181024551392,0.37251871824264526,0.14322368800640106,0.034628335386514664,0.4460792541503906,0.37606871128082275
54.0,0.004419564813375473,1.0,0.7759435359998182,0.7754545211791992,0.08869967609643936,0.025838233530521393,0.51207035779953,0.37339168787002563,0.1442829817533493,0.03744791820645332,0.44088900089263916,0.3773801028728485
55.0,0.004291782565414906,1.0,0.7801057877323844,0.774545431137085,0.08979623764753342,0.0272523146122694,0.5085488557815552,0.37440258264541626,0.14551785588264465,0.040651414543390274,0.4352378845214844,0.3785928189754486
56.0,0.004172767896205186,1.0,0.7827922242338007,0.774545431137085,0.0906824916601181,0.02781408280134201,0.5066345930099487,0.37486883997917175,0.1473395675420761,0.04246817156672478,0.43116721510887146,0.37902504205703735
57.0,0.003953135292977095,1.0,0.7769490446827628,0.778181791305542,0.09142769128084183,0.0253911055624485,0.5085846185684204,0.37459662556648254,0.15048854053020477,0.03345443680882454,0.43666064739227295,0.37939634919166565
58.0,0.0038074556440114973,1.0,0.7773181621594862,0.7799999713897705,0.09184475988149643,0.024238014593720436,0.5091305375099182,0.37478670477867126,0.1527584344148636,0.028398945927619934,0.4392411708831787,0.3796014189720154
59.0,0.0036891244910657404,1.0,0.7784671662070535,0.7809090614318848,0.09199494123458862,0.024756189435720444,0.5080855488777161,0.3751632571220398,0.1538962721824646,0.028604719787836075,0.4379880428314209,0.3795109689235687
60.0,0.0036099994368851184,1.0,0.7822047624804757,0.7827273011207581,0.0925418809056282,0.026493515819311142,0.5056480169296265,0.3753165304660797,0.15568318963050842,0.03267843276262283,0.4320189654827118,0.3796194791793823
61.0,0.0035309286750853063,1.0,0.7840628218650818,0.7772727012634277,0.09258351475000381,0.02824627049267292,0.5044735074043274,0.37469664216041565,0.15611080825328827,0.03694643825292587,0.42847272753715515,0.3784700632095337
62.0,0.0034136196058243513,1.0,0.7864319322325967,0.7763636112213135,0.09266192466020584,0.028658714145421982,0.5040278434753418,0.37465155124664307,0.15691153705120087,0.03829212114214897,0.4261769652366638,0.37861934304237366
63.0,0.003270337203517556,1.0,0.7905579460750927,0.7827273011207581,0.09325247257947922,0.024660812690854073,0.5033571124076843,0.37872955203056335,0.16009412705898285,0.02121465839445591,0.42180192470550537,0.396889328956604
64.0,0.0031982993111014366,1.0,0.7975696244023063,0.7809090614318848,0.09387098997831345,0.023247787728905678,0.5004099607467651,0.3824712932109833,0.1620565950870514,0.015428690239787102,0.4130789041519165,0.40943583846092224
65.0,0.0031273663956671955,1.0,0.8013047929243607,0.7799999713897705,0.09486346691846848,0.022257570177316666,0.49753570556640625,0.3853432536125183,0.16449907422065735,0.013539091683924198,0.40767529606819153,0.41428661346435547
66.0,0.003043563719838858,1.0,0.8024410623853857,0.7827273011207581,0.09548250585794449,0.02147357538342476,0.49570804834365845,0.38733595609664917,0.16625484824180603,0.012520682998001575,0.4042382538318634,0.4169861972332001
67.0,0.0029697340056300163,1.0,0.8036994646896015,0.7845454812049866,0.09597361832857132,0.022332526743412018,0.4940912425518036,0.3876025974750519,0.16867798566818237,0.013563167303800583,0.4004252254962921,0.41733360290527344
68.0,0.0029008809011429547,1.0,0.8046577498045835,0.7863636612892151,0.09623433649539948,0.024155639111995697,0.4924435019493103,0.38716647028923035,0.17049744725227356,0.015642184764146805,0.3970906138420105,0.41676974296569824
69.0,0.0028504191152751448,1.0,0.8072300855679946,0.7854545712471008,0.0962437316775322,0.026604564860463142,0.4902006983757019,0.3869510591030121,0.17151233553886414,0.0182650089263916,0.3941289782524109,0.41609373688697815
70.0,0.0027990197446197272,1.0,0.8089598613435571,0.7827273011207581,0.09607595950365067,0.02873357944190502,0.48908665776252747,0.3861037790775299,0.1716299057006836,0.02084524929523468,0.3928069770336151,0.4147178530693054
71.0,0.002694374643266201,1.0,0.80838698127053,0.7818182110786438,0.09583717584609985,0.029245933517813683,0.48927557468414307,0.3856413662433624,0.1719161570072174,0.021101754158735275,0.39283376932144165,0.4141483008861542
72.0,0.0026395522691309453,1.0,0.809274557612159,0.7809090614318848,0.09565461426973343,0.029986992478370667,0.4883699119091034,0.3859885036945343,0.17234060168266296,0.022059805691242218,0.3909990191459656,0.41460058093070984
73.0,0.002584287649020553,1.0,0.8120566711642525,0.7809090614318848,0.09602947533130646,0.03070349059998989,0.4864581823348999,0.3868088722229004,0.17389962077140808,0.02338702417910099,0.38758453726768494,0.41512879729270935
74.0,0.0025302305296063424,1.0,0.8140178682587363,0.7818182110786438,0.09664920717477798,0.03084658272564411,0.4855002164840698,0.38700398802757263,0.17544874548912048,0.02443651109933853,0.38520845770835876,0.41490626335144043
75.0,0.0024650261625647546,1.0,0.8158735786784779,0.7799999713897705,0.09741216897964478,0.03051852434873581,0.4851740002632141,0.3868953287601471,0.17744576930999756,0.0243700984865427,0.3841516673564911,0.4140324890613556
76.0,0.002405840067192912,1.0,0.8170498544519598,0.7809090614318848,0.0976792573928833,0.03036331571638584,0.4841809868812561,0.38777637481689453,0.17772714793682098,0.024043576791882515,0.38390281796455383,0.41432642936706543
77.0,0.0023644040152430534,1.0,0.8094844543933868,0.7836363911628723,0.09805628657341003,0.030698262155056,0.48262888193130493,0.3886164724826813,0.17581328749656677,0.026405759155750275,0.38294559717178345,0.4148353636264801
78.0,0.0023340718783438205,1.0,0.8107144846699454,0.7818182110786438,0.09832650423049927,0.03176850453019142,0.48070481419563293,0.38920024037361145,0.1757245659828186,0.028677906841039658,0.3807685077190399,0.41482898592948914
79.0,0.0022765000760555268,1.0,0.8125684687224302,0.7818182110786438,0.09770231693983078,0.03249805048108101,0.480445921421051,0.3893537223339081,0.17432823777198792,0.030224107205867767,0.38023146986961365,0.41521623730659485
80.0,0.002243279768154025,1.0,0.8154465300386602,0.7809090614318848,0.097854383289814,0.03371003642678261,0.47895708680152893,0.3894784450531006,0.1750364601612091,0.03237488493323326,0.3771542012691498,0.41543442010879517
81.0,0.0022077061738818883,1.0,0.8188584673404694,0.7809090614318848,0.0982404500246048,0.03480435162782669,0.478138267993927,0.38881686329841614,0.17709800601005554,0.033840328454971313,0.373833030462265,0.4152286648750305
82.0,0.0021609358713030814,1.0,0.8208377011255784,0.7818182110786438,0.09876461327075958,0.03510137274861336,0.4774443805217743,0.3886896073818207,0.1789463460445404,0.03500597923994064,0.37040945887565613,0.415638267993927
83.0,0.0021100328397005794,1.0,0.8232183294946497,0.7799999713897705,0.09865953028202057,0.035791072994470596,0.47679468989372253,0.3887547254562378,0.18039870262145996,0.03597421199083328,0.3669741153717041,0.41665297746658325
84.0,0.002059696113690734,1.0,0.8382677360014482,0.778181791305542,0.09899252653121948,0.034536171704530716,0.47548526525497437,0.3909860849380493,0.18513499200344086,0.03042357973754406,0.3642961382865906,0.42014530301094055
85.0,0.0020361656583845616,1.0,0.854509091052142,0.778181791305542,0.0983920618891716,0.03560953959822655,0.47298169136047363,0.3930166959762573,0.18311592936515808,0.030325233936309814,0.3626439869403839,0.4239148795604706
86.0,0.0020361772533506154,1.0,0.8580825603008271,0.7763636112213135,0.09795760363340378,0.037429943680763245,0.4708445370197296,0.39376795291900635,0.17887264490127563,0.032821547240018845,0.36211487650871277,0.42619094252586365
87.0,0.0019505721498280764,1.0,0.8431989013064991,0.778181791305542,0.0960259735584259,0.037086647003889084,0.4730532169342041,0.3938342034816742,0.16625851392745972,0.0315595306456089,0.3739866316318512,0.42819535732269287
88.0,0.0018878679759800434,1.0,0.8276574224775488,0.7836363911628723,0.09383277595043182,0.03701791912317276,0.4775720536708832,0.3915773034095764,0.15135952830314636,0.03187346085906029,0.39051780104637146,0.4262492060661316
89.0,0.001853361463174224,1.0,0.8273606898567893,0.7799999713897705,0.09367402642965317,0.03781178966164589,0.47829461097717285,0.3902195394039154,0.14727242290973663,0.0339607372879982,0.3948092758655548,0.42395755648612976
90.0,0.0018204120490700007,1.0,0.8307000360705635,0.7818182110786438,0.09423880279064178,0.03823007643222809,0.4771980941295624,0.3903329372406006,0.14790242910385132,0.035934388637542725,0.3925141990184784,0.4236488938331604
91.0,0.0017832496240735053,1.0,0.8350416920401833,0.7818182110786438,0.0951981469988823,0.0380682572722435,0.47562819719314575,0.39110538363456726,0.15118105709552765,0.03685760498046875,0.3884672522544861,0.4234941005706787
92.0,0.0017746829986572267,1.0,0.8382602128115567,0.7809090614318848,0.09593319147825241,0.03939555212855339,0.47325167059898376,0.39141955971717834,0.15426130592823029,0.03902335464954376,0.3834008276462555,0.42331448197364807
93.0,0.001760023425333202,1.0,0.841728349165483,0.7809090614318848,0.09638664126396179,0.04047501087188721,0.4706667363643646,0.39247167110443115,0.15650929510593414,0.0405425950884819,0.3785949945449829,0.42435315251350403
94.0,0.0017500184159725905,1.0,0.8458411648056724,0.7809090614318848,0.09689758718013763,0.04135124385356903,0.46772119402885437,0.39403000473976135,0.15899044275283813,0.04197429120540619,0.3737083971500397,0.4253269135951996
95.0,0.001702234269119799,1.0,0.8501208636977455,0.7799999713897705,0.09731247276067734,0.040676943957805634,0.4666721820831299,0.39533841609954834,0.1615181714296341,0.04165317118167877,0.3716610372066498,0.42516764998435974
96.0,0.0016651899171993135,1.0,0.8531182128732855,0.7772727012634277,0.09761219471693039,0.040624991059303284,0.466643363237381,0.39511942863464355,0.16376937925815582,0.04273392632603645,0.3702927231788635,0.4232039451599121
97.0,0.001629298958927393,1.0,0.8560029422153126,0.7772727012634277,0.09805741906166077,0.040570423007011414,0.46623870730400085,0.39513343572616577,0.16662688553333282,0.04359060898423195,0.36669978499412537,0.42308273911476135
98.0,0.0016316377790644766,1.0,0.8596775465661829,0.7754545211791992,0.09835879504680634,0.04146277531981468,0.46418604254722595,0.3959923982620239,0.16851656138896942,0.04562438651919365,0.36167651414871216,0.4241825044155121
99.0,0.001637234820984304,1.0,0.8624670172821391,0.7754545211791992,0.09865986555814743,0.044078279286623,0.4608364999294281,0.39642542600631714,0.1700388640165329,0.04998398572206497,0.3563130497932434,0.4236640930175781
100.0,0.0016591767724603414,1.0,0.863084525086663,0.7754545211791992,0.0984085202217102,0.04664034768939018,0.4575982689857483,0.3973528742790222,0.16632898151874542,0.054569635540246964,0.3537129759788513,0.425388365983963
101.0,0.0015920040952041746,1.0,0.8621266902576793,0.774545431137085,0.09811485558748245,0.047133661806583405,0.4573553204536438,0.39739617705345154,0.16418024897575378,0.056788794696331024,0.3532370328903198,0.4257938861846924
102.0,0.0015371163599193097,1.0,0.8619380909746344,0.774545431137085,0.0981278270483017,0.046911947429180145,0.4574129581451416,0.39754727482795715,0.1637093722820282,0.05789843201637268,0.3532267212867737,0.42516544461250305
103.0,0.0015182164562866092,1.0,0.8625530795617538,0.7754545211791992,0.0981779471039772,0.04803868383169174,0.45685234665870667,0.396930992603302,0.16465413570404053,0.05842164531350136,0.35315003991127014,0.42377418279647827
104.0,0.0015262426324188709,1.0,0.8589484403350136,0.7736363410949707,0.09787539392709732,0.05103105306625366,0.4558461606502533,0.3952474296092987,0.1640552282333374,0.06330354511737823,0.3522132635116577,0.42042797803878784
105.0,0.0014815442822873593,1.0,0.8400478637218476,0.7809090614318848,0.09526853263378143,0.051811013370752335,0.45523154735565186,0.39768892526626587,0.1494583636522293,0.0645228773355484,0.350525438785553,0.4354933202266693
106.0,0.0032480762526392935,0.9994999766349792,0.8436212959072806,0.7799999713897705,0.0862969160079956,0.05426153913140297,0.4545332193374634,0.40490832924842834,0.1358325183391571,0.06279411911964417,0.34711113572120667,0.45426222681999207
107.0,0.0015105332396924496,1.0,0.7741740865057165,0.7990909218788147,0.09021799266338348,0.05699263513088226,0.46430352330207825,0.388485848903656,0.14809991419315338,0.07725496590137482,0.35149821639060974,0.4231468141078949
108.0,0.0014742882819846273,1.0,0.7787286303260109,0.7954545617103577,0.08939793705940247,0.057608749717473984,0.4647907316684723,0.38820260763168335,0.14504766464233398,0.08066651970148087,0.3584132492542267,0.4158725440502167
109.0,0.004171452455222607,0.9994999766349792,0.8212802609530362,0.7900000214576721,0.08238163590431213,0.06067874655127525,0.46191278100013733,0.3950268626213074,0.12674035131931305,0.08096571266651154,0.36810874938964844,0.424185186624527
110.0,0.0014076164877042175,1.0,0.8246543339165774,0.7900000214576721,0.07884814590215683,0.06319878250360489,0.47250568866729736,0.3854474127292633,0.14209941029548645,0.0758858472108841,0.3724415898323059,0.40957316756248474
111.0,0.010665828198194503,0.9984999895095825,0.7940894388068807,0.7900000214576721,0.06464214622974396,0.066584512591362,0.4941292107105255,0.37464413046836853,0.09546827524900436,0.07848546653985977,0.41430723667144775,0.41173896193504333
112.0,0.004410581586882472,0.9994999766349792,0.7880110527439551,0.7945454716682434,0.079850934445858,0.07120354473590851,0.46711573004722595,0.38182979822158813,0.13499590754508972,0.07969377934932709,0.3593427240848541,0.4259675443172455
113.0,0.002818861197680235,0.9994999766349792,0.7620579651269046,0.8063636422157288,0.07028160244226456,0.07128812372684479,0.4811854362487793,0.37724483013153076,0.10916373878717422,0.07483916729688644,0.4049016833305359,0.41109538078308105
114.0,0.003821042649447918,0.9994999766349792,0.7706394086100838,0.7981818318367004,0.06428910046815872,0.056193042546510696,0.5000492930412292,0.37946847081184387,0.10797525942325592,0.05857507139444351,0.4316672682762146,0.40178242325782776
115.0,0.015242492308840156,0.996999979019165,0.906586374803023,0.7672727108001709,0.0911063551902771,0.038301531225442886,0.4925983250141144,0.3779938220977783,0.17792440950870514,0.04699147492647171,0.40270692110061646,0.37237730622291565
116.0,0.0026612125337123873,1.0,0.8058081010254947,0.7881818413734436,0.06885012984275818,0.03908725827932358,0.5099811553955078,0.3820814788341522,0.12245651334524155,0.05527110397815704,0.4515489339828491,0.3707233667373657
117.0,0.0028958002403378486,1.0,0.7744091418656436,0.7900000214576721,0.06048543378710747,0.04133264720439911,0.5384990572929382,0.3596827983856201,0.09500880539417267,0.05955538526177406,0.49553266167640686,0.3499031066894531
118.0,0.0019559599850326776,1.0,0.7574803461269899,0.7945454716682434,0.06508897989988327,0.04404795542359352,0.5209829211235046,0.36988013982772827,0.09944991022348404,0.059769053012132645,0.4596852660179138,0.3810957670211792
119.0,0.0020987465176731347,1.0,0.7684984158385884,0.7972727417945862,0.0713234692811966,0.044804420322179794,0.5038443207740784,0.3800278306007385,0.11204380542039871,0.059350136667490005,0.42935600876808167,0.3992500305175781
120.0,0.0018363485652953386,1.0,0.7672367105700753,0.7909091114997864,0.07442671060562134,0.0469081737101078,0.5010434985160828,0.37762171030044556,0.11932133138179779,0.06273134052753448,0.4251764118671417,0.3927709460258484
121.0,0.0016134601635858416,1.0,0.7715328276157379,0.7918182015419006,0.07724058628082275,0.04337887838482857,0.49852991104125977,0.3808506727218628,0.1251310557126999,0.05517980828881264,0.4232810139656067,0.3964081406593323
122.0,0.0014989282805472613,1.0,0.776020378632979,0.7936363816261292,0.07859142124652863,0.044224128127098083,0.4926266372203827,0.3845578134059906,0.12770535051822662,0.05565335601568222,0.4162655770778656,0.40037569403648376
123.0,0.0014355291919782758,1.0,0.7792685354839671,0.7936363816261292,0.07960977405309677,0.047223079949617386,0.4866224527359009,0.38654473423957825,0.12888255715370178,0.06122436374425888,0.4076433777809143,0.4022497236728668
124.0,0.00143513566814363,1.0,0.782548464753411,0.7918182015419006,0.08005674183368683,0.051133714616298676,0.47913506627082825,0.38967442512512207,0.12812383472919464,0.06845839321613312,0.3979535698890686,0.40546420216560364
125.0,0.001431453158147633,1.0,0.7895656096935272,0.7927272915840149,0.08108770847320557,0.0533510260283947,0.4727836847305298,0.39277756214141846,0.12882383167743683,0.07438671588897705,0.390506386756897,0.40628308057785034
126.0,0.001405909295193851,1.0,0.7977339632944628,0.7927272915840149,0.0827416256070137,0.05421575903892517,0.46684494614601135,0.39619773626327515,0.1302803009748459,0.07746747136116028,0.38670408725738525,0.4055481255054474
127.0,0.0014679621579125523,1.0,0.7745336306095123,0.7936363816261292,0.08210275322198868,0.05432664602994919,0.4721308648586273,0.3914397358894348,0.12873315811157227,0.0798618420958519,0.3973827660083771,0.39402225613594055
