epoch,stage,train_loss,train_accuracy,test_loss,test_accuracy,best_accuracy,elapsed_seconds
1.0,head,1.501780972480774,0.542,1.3580718265880238,0.5918181538581848,0.5918181538581848,27.191624641418457
2.0,head,0.9781664233207703,0.7615,1.2041424057700418,0.6454545259475708,0.6454545259475708,55.741315603256226
3.0,head,0.903639817237854,0.778,1.2195778421922163,0.6463636159896851,0.6463636159896851,92.69171667098999
4.0,head,0.8798982725143433,0.7785,1.1183036942915483,0.6881818175315857,0.6881818175315857,125.5000650882721
5.0,head,0.8006407270431518,0.8265,1.1454077711972324,0.6790909171104431,0.6881818175315857,160.83467030525208
6.0,finetune,0.8562268438339233,0.82,0.9908964482220737,0.7681818008422852,0.7681818008422852,197.61685800552368
7.0,finetune,0.6309691677093506,0.889,0.962263767936013,0.7490909099578857,0.7681818008422852,237.35295176506042
8.0,finetune,0.5397263116836548,0.927,0.7792325175892223,0.8263636231422424,0.8263636231422424,287.37433314323425
9.0,finetune,0.47177848434448244,0.9515,0.7162620121782476,0.8336363434791565,0.8336363434791565,327.429292678833
10.0,finetune,0.4431406259536743,0.9675,0.6985868412798101,0.8627272844314575,0.8627272844314575,364.63448691368103
11.0,finetune,0.41103437113761904,0.9755,0.6380322217941284,0.8736363649368286,0.8736363649368286,404.51584029197693
12.0,finetune,0.3914021482467651,0.9815,0.6683705082806674,0.8672727346420288,0.8736363649368286,446.9752359390259
13.0,finetune,0.374488116979599,0.989,0.6521367419849743,0.8654545545578003,0.8736363649368286,482.84315824508667
14.0,finetune,0.37290918159484865,0.9885,0.6352811015735973,0.8709090948104858,0.8736363649368286,522.1391859054565
15.0,finetune,0.36115210270881654,0.9905,0.6691927467692982,0.860909104347229,0.8736363649368286,562.6170608997345
16.0,finetune,0.3609755058288574,0.991,0.6589516767588529,0.8554545640945435,0.8736363649368286,603.177314043045
17.0,finetune,0.3437099792957306,0.996,0.6599499520388517,0.8500000238418579,0.8736363649368286,640.583235502243
18.0,finetune,0.3452129943370819,0.9945,0.6238686388189142,0.860909104347229,0.8736363649368286,678.3386533260345
19.0,finetune,0.346737557888031,0.9955,0.632748048955744,0.8654545545578003,0.8736363649368286,714.0468072891235
20.0,finetune,0.33624633979797364,0.9965,0.6305753829262474,0.8736363649368286,0.8736363649368286,755.0715973377228
21.0,finetune,0.33192959213256834,0.9965,0.6132778256589716,0.8781818151473999,0.8781818151473999,796.5906772613525
22.0,finetune,0.33081257915496826,0.996,0.625685472054915,0.8772727251052856,0.8781818151473999,841.3182284832001
23.0,finetune,0.3312749915122986,0.997,0.6233767654679039,0.8763636350631714,0.8781818151473999,877.6598949432373
24.0,finetune,0.32852327489852906,0.9975,0.6277604046734897,0.8745454549789429,0.8781818151473999,915.8856072425842
25.0,finetune,0.32445705389976504,0.9995,0.616082027608698,0.8872727155685425,0.8872727155685425,950.7043726444244
