epoch,train_loss,train_accuracy,test_loss,test_accuracy
1.0,2.0382890701293945,0.30149999260902405,2.032381534576416,0.26636365056037903
2.0,1.70329749584198,0.5130000114440918,1.7475910186767578,0.4336363673210144
3.0,1.4330615997314453,0.6269999742507935,1.5238404273986816,0.5372727513313293
4.0,1.2202049493789673,0.6880000233650208,1.3517318964004517,0.6063636541366577
5.0,1.0533950328826904,0.734000027179718,1.220475435256958,0.6363636255264282
6.0,0.9216487407684326,0.7699999809265137,1.1200437545776367,0.6554545164108276
7.0,0.8160024285316467,0.7944999933242798,1.042273998260498,0.6781818270683289
8.0,0.7297117710113525,0.8144999742507935,0.9810448288917542,0.6918181777000427
9.0,0.6579254865646362,0.8299999833106995,0.9319552183151245,0.7036363482475281
10.0,0.5972082614898682,0.8445000052452087,0.8919104337692261,0.7136363387107849
11.0,0.5451201796531677,0.8615000247955322,0.8587397336959839,0.721818208694458
12.0,0.49991291761398315,0.8715000152587891,0.8308918476104736,0.7300000190734863
13.0,0.4603152871131897,0.8824999928474426,0.8072173595428467,0.7354545593261719
14.0,0.4253787696361542,0.8924999833106995,0.7868286967277527,0.7390909194946289
15.0,0.39436957240104675,0.9020000100135803,0.7690232396125793,0.7390909194946289
16.0,0.3666987121105194,0.9120000004768372,0.7532374858856201,0.7381818294525146
17.0,0.34188127517700195,0.9235000014305115,0.7390173077583313,0.7427272796630859
18.0,0.3195122182369232,0.9309999942779541,0.7260048389434814,0.7509090900421143
19.0,0.2992531955242157,0.9375,0.713930606842041,0.7545454502105713
20.0,0.28082332015037537,0.9409999847412109,0.7026020884513855,0.7599999904632568
21.0,0.2639910876750946,0.9470000267028809,0.6918941140174866,0.7654545307159424
22.0,0.2485654652118683,0.949999988079071,0.681736171245575,0.7699999809265137
23.0,0.23438772559165955,0.9549999833106995,0.6721009016036987,0.778181791305542
24.0,0.22132496535778046,0.9580000042915344,0.6629915833473206,0.7809090614318848
25.0,0.20926494896411896,0.9610000252723694,0.6544305682182312,0.7827273011207581
26.0,0.19811215996742249,0.9639999866485596,0.6464487314224243,0.7872727513313293
27.0,0.18778389692306519,0.9649999737739563,0.6390766501426697,0.7900000214576721
28.0,0.17820636928081512,0.9674999713897705,0.6323378086090088,0.7900000214576721
29.0,0.16931313276290894,0.9700000286102295,0.6262456178665161,0.7909091114997864
30.0,0.16104423999786377,0.972000002861023,0.6208013296127319,0.7936363816261292
31.0,0.153346449136734,0.9750000238418579,0.6159945130348206,0.7945454716682434
32.0,0.1461731195449829,0.9769999980926514,0.6118043661117554,0.7954545617103577
33.0,0.13948363065719604,0.9789999723434448,0.60820072889328,0.7981818318367004
34.0,0.1332421898841858,0.9794999957084656,0.605146050453186,0.7981818318367004
35.0,0.12741665542125702,0.9825000166893005,0.6025956869125366,0.8009091019630432
36.0,0.12197747826576233,0.9835000038146973,0.6004990935325623,0.800000011920929
37.0,0.11689703166484833,0.9850000143051147,0.59880131483078,0.8009091019630432
38.0,0.11214921623468399,0.9854999780654907,0.5974441766738892,0.8009091019630432
39.0,0.10770931094884872,0.9865000247955322,0.5963681936264038,0.803636372089386
40.0,0.10355401039123535,0.9884999990463257,0.5955146551132202,0.803636372089386
41.0,0.0996614545583725,0.9915000200271606,0.5948281288146973,0.8027272820472717
42.0,0.09601129591464996,0.9940000176429749,0.5942591428756714,0.8009091019630432
43.0,0.09258487820625305,0.9950000047683716,0.5937649011611938,0.8027272820472717
44.0,0.08936510980129242,0.9950000047683716,0.59331214427948,0.803636372089386
45.0,0.08633650094270706,0.9975000023841858,0.5928762555122375,0.8045454621315002
46.0,0.08348508924245834,0.9980000257492065,0.5924427509307861,0.8045454621315002
47.0,0.08079823106527328,0.9980000257492065,0.5920049548149109,0.8045454621315002
48.0,0.07826438546180725,0.9990000128746033,0.5915635824203491,0.8063636422157288
49.0,0.0758729875087738,0.9994999766349792,0.5911248326301575,0.807272732257843
50.0,0.07361416518688202,0.9994999766349792,0.5906985402107239,0.8090909123420715
51.0,0.07147867232561111,0.9994999766349792,0.5902964472770691,0.8081818222999573
52.0,0.06945780664682388,0.9994999766349792,0.5899311304092407,0.8081818222999573
53.0,0.06754335761070251,0.9994999766349792,0.58961421251297,0.8063636422157288
54.0,0.0657275840640068,0.9994999766349792,0.5893555283546448,0.8054545521736145
55.0,0.06400325149297714,0.9994999766349792,0.5891630053520203,0.8045454621315002
56.0,0.06236369535326958,0.9994999766349792,0.5890419483184814,0.8054545521736145
57.0,0.06080276146531105,0.9994999766349792,0.5889952778816223,0.8054545521736145
58.0,0.05931486189365387,0.9994999766349792,0.5890230536460876,0.807272732257843
59.0,0.05789493769407272,0.9994999766349792,0.5891233086585999,0.8081818222999573
60.0,0.05653843656182289,0.9994999766349792,0.5892921686172485,0.8090909123420715
61.0,0.055241234600543976,0.9994999766349792,0.5895238518714905,0.8090909123420715
62.0,0.053999610245227814,0.9994999766349792,0.5898116827011108,0.8081818222999573
63.0,0.05281014367938042,0.9994999766349792,0.5901480317115784,0.807272732257843
64.0,0.051669761538505554,0.9994999766349792,0.5905246734619141,0.807272732257843
65.0,0.050575606524944305,0.9994999766349792,0.5909334421157837,0.807272732257843
66.0,0.04952501133084297,0.9994999766349792,0.5913661122322083,0.8063636422157288
67.0,0.04851553589105606,0.9994999766349792,0.5918152928352356,0.807272732257843
68.0,0.04754484072327614,0.9994999766349792,0.5922740697860718,0.807272732257843
69.0,0.04661079868674278,0.9994999766349792,0.5927364826202393,0.807272732257843
70.0,0.04571138322353363,0.9994999766349792,0.5931978821754456,0.8063636422157288
71.0,0.044844724237918854,0.9994999766349792,0.593654453754425,0.8063636422157288
72.0,0.04400905221700668,0.9994999766349792,0.5941036939620972,0.8063636422157288
73.0,0.043202728033065796,0.9994999766349792,0.5945438742637634,0.8063636422157288
74.0,0.042424216866493225,0.9994999766349792,0.5949744582176208,0.8063636422157288
